time,lat,long,vel,acc,rel_vel,rel_pos,date_time
1726862440.0382662,37.8520075,-122.23353183333332,5.403645992279053,-1.069999933242798,-3.0625,12.40000057220459,2024-09-20 13:00:40.038266
1726862441.138367,37.8519575,-122.2334915,3.8975696563720703,-1.6899999380111694,-3.5625,8.90000057220459,2024-09-20 13:00:41.138366
1726862442.237994,37.85193566666667,-122.2334695,1.4713542461395264,-2.119999885559082,-0.9375,6.300000190734863,2024-09-20 13:00:42.237993
1726862443.3383763,37.85190583333333,-122.23343516666668,0.6119791865348816,-0.1599999964237213,-0.25,6.0,2024-09-20 13:00:43.338376
1726862444.4387114,37.851885833333334,-122.23340416666667,0.3342013955116272,-0.209999993443489,-0.4375,5.5,2024-09-20 13:00:44.438711
1726862445.5382197,37.85186683333333,-122.23337633333334,0.0,0.0,0.0,5.599999904632568,2024-09-20 13:00:45.538219
1726862446.6381917,37.85185166666667,-122.23335733333332,0.0,0.0,-0.0625,5.700000286102295,2024-09-20 13:00:46.638191
1726862447.7383926,37.85183816666667,-122.23333966666668,0.0,0.0,0.0,5.800000190734863,2024-09-20 13:00:47.738392
1726862448.8384118,37.8518315,-122.23333666666667,0.0,0.0,0.0625,5.900000095367432,2024-09-20 13:00:48.838411
1726862449.9384394,37.85183166666667,-122.233339,0.0,0.0,0.125,5.900000095367432,2024-09-20 13:00:49.938439
1726862451.038028,37.85183083333333,-122.23335,0.0,0.0,0.375,6.300000190734863,2024-09-20 13:00:51.038028
1726862452.138229,37.851829,-122.23335383333334,0.0,0.0,3.375,8.5,2024-09-20 13:00:52.138228
1726862453.2380626,37.85183116666666,-122.2333515,0.9244791865348816,2.3499999046325684,5.0625,13.40000057220459,2024-09-20 13:00:53.238062
1726862454.3383105,37.85182866666667,-122.23335083333332,3.2725696563720703,1.919999957084656,3.375,17.200000762939453,2024-09-20 13:00:54.338310
1726862455.4382613,37.8518225,-122.23333666666667,5.403645992279053,2.0,2.875,20.600000381469727,2024-09-20 13:00:55.438261
1726862456.538241,37.85182283333333,-122.23334033333332,7.269965648651123,1.6799999475479126,2.75,23.80000114440918,2024-09-20 13:00:56.538240
1726862457.6383886,37.85180183333333,-122.2333295,8.446181297302246,0.0499999970197677,3.625,27.600000381469727,2024-09-20 13:00:57.638388
1726862458.738249,37.851776,-122.23333233333334,9.32725715637207,0.199999988079071,3.875,31.700000762939453,2024-09-20 13:00:58.738249
1726862459.8379626,37.85172033333333,-122.23328333333332,10.260416984558104,0.9699999690055848,4.8125,36.400001525878906,2024-09-20 13:00:59.837962
1726862460.9399478,37.85166,-122.233236,11.171875953674316,1.100000023841858,4.0,40.0,2024-09-20 13:01:00.939947
1726862462.0379012,37.85160533333333,-122.23320716666667,12.09201431274414,0.1400000005960464,3.875,43.29999923706055,2024-09-20 13:01:02.037901
1726862463.1384344,37.85154716666667,-122.23314983333331,12.53038215637207,0.0399999991059303,3.875,47.29999923706055,2024-09-20 13:01:03.138434
1726862464.2385554,37.851484666666664,-122.23309983333333,13.103299140930176,0.4799999892711639,3.6875,51.10000228881836,2024-09-20 13:01:04.238555
1726862465.338367,37.85140883333333,-122.23304216666666,13.736979484558104,0.4399999976158142,3.25,54.900001525878906,2024-09-20 13:01:05.338366
1726862466.438297,37.851318166666665,-122.2329905,14.28819465637207,0.3700000047683716,0.875,56.79999923706055,2024-09-20 13:01:06.438297
