time,lat,long,vel,acc,rel_vel,rel_pos,date_time,acc_change,vel_change,is_oscillating,is_wave,num_oscillations,wave_id
1720820433.6181576,37.41047716666667,-122.1981685,22.556425094604492,0.5799999833106995,6.625,44.0,2024-07-12 14:40:33.618157,3.29999990016222,6.18055534362793,True,True,1.0,0.0
1720820434.7176375,37.41054283333333,-122.19839416666667,23.04253578186035,0.7400000095367432,5.5,50.900001525878906,2024-07-12 14:40:34.717637,3.4599999263882637,6.015625,True,True,2.0,0.0
1720820435.818304,37.41061083333334,-122.1986245,23.541667938232425,0.4599999785423279,4.875,56.400001525878906,2024-07-12 14:40:35.818304,3.7099999263882637,5.772569656372074,False,True,2.0,0.0
1720820436.918308,37.4106765,-122.198861,24.14496612548828,0.3899999856948852,4.5,62.29999923706055,2024-07-12 14:40:36.918308,3.5599999502301216,5.572916030883789,False,True,2.0,0.0
1720820438.0183127,37.410742,-122.19910383333334,25.02170181274414,1.159999966621399,3.875,20.399999618530273,2024-07-12 14:40:38.018312,4.179999954998493,5.785589218139648,False,True,2.0,0.0
1720820439.1183963,37.41081283333333,-122.19934983333332,26.50607681274414,0.9099999666213988,4.0625,26.399999618530273,2024-07-12 14:40:39.118396,3.8199999686330557,6.723089218139648,True,True,3.0,0.0
1720820440.2180214,37.41088533333333,-122.1996015,26.95746612548828,0.3899999856948852,3.3125,30.200000762939453,2024-07-12 14:40:40.218021,3.919999960809946,6.597221374511722,True,True,4.0,0.0
1720820441.3181305,37.410964,-122.199855,27.686634063720703,0.5099999904632568,3.125,34.400001525878906,2024-07-12 14:40:41.318130,3.759999979287386,6.74913215637207,True,True,5.0,0.0
1720820442.4184096,37.411040166666666,-122.20011516666666,28.272571563720703,0.9399999976158142,2.625,37.60000228881836,2024-07-12 14:40:42.418409,4.049999983981252,6.731771469116211,True,True,6.0,0.0
1720820443.5180876,37.411117833333336,-122.20038833333334,28.975696563720703,0.1700000017881393,2.0625,40.400001525878906,2024-07-12 14:40:43.518087,3.820000007748604,6.8836822509765625,True,True,7.0,0.0
1720820444.6181505,37.41120183333334,-122.200671,29.609376907348633,0.5699999928474426,1.125,42.20000076293945,2024-07-12 14:40:44.618150,3.7700000107288365,7.052951812744141,True,True,8.0,0.0
1720820445.7182512,37.41129266666667,-122.20095716666668,30.19965362548828,0.4099999964237213,0.125,42.79999923706055,2024-07-12 14:40:45.718251,3.769999980926514,7.15711784362793,True,True,9.0,0.0
1720820446.8175924,37.411392666666664,-122.20124833333334,30.729167938232425,0.4199999868869781,-0.6875,42.5,2024-07-12 14:40:46.817592,3.4999999403953552,7.1875,True,True,10.0,0.0
1720820447.917894,37.41148866666666,-122.20154816666668,30.646703720092773,-0.2399999946355819,-1.125,41.0,2024-07-12 14:40:47.917893,4.089999929070473,6.501737594604492,True,True,11.0,0.0
1720820449.0175855,37.41158383333333,-122.20185366666666,30.67274475097656,0.089999996125698,-1.3125,39.60000228881836,2024-07-12 14:40:49.017585,3.649999938905239,5.651042938232418,False,True,11.0,0.0
1720820450.1177592,37.4116765,-122.20216733333334,30.31684112548828,-0.1899999976158142,-0.8125,38.5,2024-07-12 14:40:50.117759,3.6799999326467514,3.8107643127441406,False,True,11.0,0.0
1720820451.2184484,37.4117685,-122.20248816666668,29.73524475097656,-0.2999999821186065,0.0625,38.20000076293945,2024-07-12 14:40:51.218448,3.26999993622303,2.7777786254882777,False,True,11.0,0.0
1720820452.3180895,37.4118655,-122.20281316666669,29.42274475097656,0.4599999785423279,0.75,39.10000228881836,2024-07-12 14:40:52.318089,3.909999892115593,1.7361106872558558,False,True,11.0,0.0
1720820453.4179225,37.4119655,-122.20313833333331,29.318578720092773,0.209999993443489,1.875,41.10000228881836,2024-07-12 14:40:53.417922,3.7299998700618744,1.0460071563720703,False,True,11.0,0.0
1720820454.518247,37.41206833333333,-122.2034615,29.218751907348633,-0.4099999964237213,2.1875,43.29999923706055,2024-07-12 14:40:54.518246,3.57999986410141,0.2430553436279297,False,True,11.0,0.0
1720820455.617958,37.41217116666667,-122.20378333333332,29.357641220092773,-0.0299999993294477,1.875,45.10000228881836,2024-07-12 14:40:55.617958,3.5599998701363798,-0.2517356872558594,False,True,11.0,0.0
1720820456.7178967,37.412273,-122.20409933333332,29.48784828186035,0.0999999940395355,-1.9375,62.70000076293945,2024-07-12 14:40:56.717896,3.5299998670816413,-0.7118053436279297,False,True,11.0,0.0
1720820457.818045,37.41237366666667,-122.2044105,29.453126907348633,0.3700000047683716,-2.3125,59.60000228881836,2024-07-12 14:40:57.818044,3.7899998873472205,-1.2760410308837926,False,True,11.0,0.0
1720820458.9184055,37.412470666666664,-122.2047225,29.53559112548828,0.2399999946355819,-3.0625,55.20000076293945,2024-07-12 14:40:58.918405,3.259999915957451,-1.1111125946044922,False,True,11.0,0.0
1720820460.0176816,37.412567,-122.20503383333332,29.713542938232425,0.3400000035762787,-3.0625,51.5,2024-07-12 14:41:00.017681,3.0299999341368675,-0.9592018127441335,False,True,11.0,0.0
1720820461.118047,37.412659833333336,-122.20534683333334,29.843751907348633,0.3199999928474426,1.5,49.0,2024-07-12 14:41:01.118046,2.7699999511241913,-0.47308921813964844,False,True,11.0,0.0
1720820462.2179718,37.412751166666666,-122.20566166666669,30.021703720092773,0.3400000035762787,3.25,98.5999984741211,2024-07-12 14:41:02.217971,2.679999977350235,0.2864589691162145,False,True,11.0,0.0
1720820463.3184156,37.412842166666664,-122.20597683333334,30.212675094604492,-0.0299999993294477,2.4375,101.8000030517578,2024-07-12 14:41:03.318415,2.290000019595027,0.7899303436279332,False,True,11.0,0.0
1720820464.6221046,37.41367733333333,-122.20812816666668,30.447050094604492,0.0299999993294477,2.625,107.20000457763672,2024-07-12 14:41:04.622104,2.1000000331550837,1.1284713745117188,False,True,11.0,0.0
1720820465.7218454,37.4138415,-122.20841116666666,30.71614646911621,0.0700000002980232,3.0,112.0999984741211,2024-07-12 14:41:05.721845,1.5200000442564487,1.4973945617675781,False,True,11.0,0.0
