time,lat,long,vel,acc,rel_vel,rel_pos,date_time
1720236082.778693,37.42019833333333,-122.22012783333334,20.859376907348633,0.8299999833106995,0.1875,106.5999984741211,2024-07-05 20:21:22.778692
1720236083.8788643,37.420187166666665,-122.22034766666668,21.48003578186035,0.6299999952316284,-1.5,106.3000030517578,2024-07-05 20:21:23.878864
1720236084.9788382,37.42017933333333,-122.22057433333332,21.59722328186035,0.1400000005960464,-1.875,105.5,2024-07-05 20:21:24.978838
1720236086.0785587,37.42017,-122.220809,21.705730438232425,0.1400000005960464,-1.875,133.10000610351562,2024-07-05 20:21:26.078558
1720236087.1784596,37.420154333333336,-122.22105783333332,21.783855438232425,-0.2599999904632568,0.0,0.0,2024-07-05 20:21:27.178459
1720236088.2790632,37.420137833333335,-122.22130983333334,21.783855438232425,-0.0799999982118606,0.0,0.0,2024-07-05 20:21:28.279063
1720236089.378581,37.420144666666666,-122.22156,21.48871612548828,-0.1700000017881393,0.0,0.0,2024-07-05 20:21:29.378581
1720236090.478487,37.420182833333335,-122.2218035,21.08941078186035,-0.0999999940395355,-4.4375,131.3000030517578,2024-07-05 20:21:30.478487
1720236091.578761,37.42024716666667,-122.22202933333334,20.77256965637207,0.0799999982118606,3.0625,108.5999984741211,2024-07-05 20:21:31.578761
1720236092.6785996,37.4203195,-122.22222516666666,20.92881965637207,0.1499999910593032,2.9375,111.5999984741211,2024-07-05 20:21:32.678599
1720236093.778879,37.420405,-122.22242933333334,21.20659828186035,-0.3700000047683716,2.625,115.4000015258789,2024-07-05 20:21:33.778878
1720236094.878977,37.42049816666667,-122.22263216666668,21.523439407348633,0.1499999910593032,3.125,120.0999984741211,2024-07-05 20:21:34.878977
1720236095.9881265,37.42059733333333,-122.22283616666668,21.92274475097656,0.5099999904632568,2.25,122.20000457763672,2024-07-05 20:21:35.988126
1720236097.0784397,37.420701333333334,-122.22304,22.33506965637207,0.4599999785423279,1.125,120.9000015258789,2024-07-05 20:21:37.078439
1720236098.1789951,37.42081266666667,-122.223244,22.838542938232425,0.2999999821186065,0.25,118.9000015258789,2024-07-05 20:21:38.178995
1720236099.2785504,37.42093033333333,-122.22344483333332,23.42881965637207,0.4599999785423279,-0.0625,118.4000015258789,2024-07-05 20:21:39.278550
1720236100.3787267,37.421054166666664,-122.22364566666668,24.05381965637207,0.8199999928474426,2.9375,55.0,2024-07-05 20:21:40.378726
1720236101.478483,37.421185333333334,-122.22385133333331,24.678821563720703,0.199999988079071,3.125,59.70000076293945,2024-07-05 20:21:41.478482
1720236102.5785918,37.42131833333333,-122.2240615,25.27777862548828,0.7699999809265137,2.625,63.29999923706055,2024-07-05 20:21:42.578591
1720236103.678753,37.421456,-122.22427516666669,25.90277862548828,0.9099999666213988,2.125,66.0,2024-07-05 20:21:43.678752
1720236104.778734,37.421597166666665,-122.22449383333333,26.666667938232425,0.4399999976158142,1.3125,67.9000015258789,2024-07-05 20:21:44.778733
1720236105.878708,37.42174033333333,-122.22471833333331,27.39149475097656,0.8899999856948853,0.5625,68.9000015258789,2024-07-05 20:21:45.878707
1720236106.9787738,37.42189066666667,-122.22494683333332,28.17708396911621,0.8700000047683716,0.0625,69.5,2024-07-05 20:21:46.978773
1720236108.078549,37.42204566666667,-122.22517816666668,28.962675094604492,0.8499999642372131,-0.625,69.20000457763672,2024-07-05 20:21:48.078548
1720236109.17867,37.4222065,-122.22541466666668,29.357641220092773,0.0199999995529651,1.125,140.0,2024-07-05 20:21:49.178669
1720236110.2790985,37.4223705,-122.22565833333331,29.318578720092773,-0.2800000011920929,1.625,142.5,2024-07-05 20:21:50.279098
1720236111.378755,37.4225325,-122.22591083333332,29.123266220092773,-0.1599999964237213,-1.25,64.5999984741211,2024-07-05 20:21:51.378755
1720236112.4786916,37.42270116666667,-122.22617166666669,28.967016220092773,-0.4399999976158142,-1.125,63.60000228881836,2024-07-05 20:21:52.478691
1720236113.57907,37.42287,-122.226434,28.776042938232425,-0.209999993443489,-0.6875,63.29999923706055,2024-07-05 20:21:53.579070
