time,lat,long,vel,acc,rel_vel,rel_pos,date_time,acc_change,vel_change,is_oscillating,is_wave,num_oscillations
1720234724.1616838,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.161683,0.0,0.0,False,False,0.0
1720234724.1656637,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.165663,0.0,0.0,False,False,0.0
1720234724.1935518,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.193551,0.0,0.0,False,False,0.0
1720234724.1976905,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.197690,0.0,0.0,False,False,0.0
1720234724.201827,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.201827,0.0,0.0,False,False,0.0
1720234724.213658,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.213658,0.0,0.0,False,False,0.0
1720234724.2415414,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.241541,0.0,0.0,False,False,0.0
1720234724.2415552,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.241555,0.0,0.0,False,False,0.0
1720234724.265632,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.265631,0.0,0.0,False,False,0.0
1720234724.2775493,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.277549,0.0,0.0,False,False,0.0
1720234724.2815757,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.281575,0.0,0.0,False,False,0.0
1720234724.2934422,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.293442,0.0,0.0,False,False,0.0
1720234724.3138,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.313800,0.0,0.0,False,False,0.0
1720234724.3176105,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.317610,0.0,0.0,False,False,0.0
1720234724.3215635,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.321563,0.0,0.0,False,False,0.0
1720234724.3575878,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.357587,0.0,0.0,False,False,0.0
1720234724.3616755,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.361675,0.0,0.0,False,False,0.0
1720234724.3659089,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.365908,0.0,0.0,False,False,0.0
1720234724.3937786,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.393778,0.0,0.0,False,False,0.0
1720234724.3975694,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.397569,0.0,0.0,False,False,0.0
1720234724.4015849,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.401584,0.0,0.0,False,False,0.0
1720234724.41396,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.413959,0.0,0.0,False,False,0.0
1720234724.437632,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.437632,0.0,0.0,False,False,0.0
1720234724.441627,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.441627,0.0,0.0,False,False,0.0
1720234724.4656332,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.465633,0.0,0.0,False,False,0.0
1720234724.4774892,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.477489,0.0,0.0,False,False,0.0
1720234724.481556,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.481555,0.0,0.0,False,False,0.0
1720234724.493715,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.493715,0.0,0.0,False,False,0.0
1720234724.5136297,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.513629,0.0,0.0,False,False,0.0
1720234724.5176096,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.517609,0.0,0.0,False,False,0.0
1720234724.5215726,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:44.521572,0.0,0.0,False,False,0.0
1720234724.557498,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:44.557497,0.0,0.0,False,False,0.0
1720234724.5616608,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:44.561660,0.0,0.0,False,False,0.0
1720234724.5657668,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:44.565766,0.0,0.0,False,False,0.0
1720234724.5935495,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:44.593549,0.0,0.0,False,False,0.0
1720234724.6017363,,,0.0,0.0,-0.0625,16.700000762939453,2024-07-05 19:58:44.601736,0.0,0.0,False,False,0.0
1720234724.6056206,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.605620,0.0,0.0,False,False,0.0
1720234724.6140757,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.614075,0.0,0.0,False,False,0.0
1720234724.6376002,,,0.0,0.0,0.0,16.700000762939453,2024-07-05 19:58:44.637600,0.0,0.0,False,False,0.0
