date_time,time,lat,long,vel,acc,rel_vel,rel_pos,tfs
2025-06-17 01:03:46.628875494,1750122226.6288755,37.705834333333335,-122.16016366666666,28.54300935792004,-0.1896503353103361,0.125,71.86868284742431,1.889395714
2025-06-17 01:03:47.830705404,1750122227.8307054,37.705664166666665,-122.1599185,28.387864788611132,-0.0009570725688007597,0.28493513395830133,72.30000305175781,3.091225624
2025-06-17 01:03:49.029383421,1750122229.0293834,37.705495666666664,-122.1596735,28.116879057911206,-0.5177449192649128,0.5625,72.80000305175781,4.289903641
2025-06-17 01:03:50.228277445,1750122230.2282774,37.70532816666667,-122.1594305,27.693372385609145,-0.2282745438712294,0.9023107701929152,73.5999984741211,5.488797665
2025-06-17 01:03:51.428382635,1750122231.4283826,37.705163,-122.15919033333331,27.17013931274414,-0.31874202824435216,-2.0,42.270155888855506,6.688902855
2025-06-17 01:03:52.629813910,1750122232.629814,37.704999666666666,-122.15895333333332,26.65979621427452,-0.33268571489375076,-0.8278094214292591,41.43141494585006,7.89033413
2025-06-17 01:03:53.831201077,1750122233.831201,37.70483933333333,-122.15872116666668,26.45464681707204,-0.4497073205251389,0.036421410327454315,41.93521654325948,9.091721297
2025-06-17 01:03:55.030281305,1750122235.0302813,37.70468016666667,-122.1584915,26.461252382184657,0.2802866561724001,0.875,43.133089583665594,10.290801525
2025-06-17 01:03:56.228422165,1750122236.2284222,37.704522833333336,-122.1582635,26.60682605819054,-0.02518046951968217,1.625,44.830559203422055,11.488942385
2025-06-17 01:03:57.429395437,1750122237.4293954,37.70436516666667,-122.15803616666666,26.855786124358684,0.06687966670027834,1.4375,46.79999923706055,12.689915657
2025-06-17 01:03:58.628814697,1750122238.6288147,37.704206666666664,-122.15780866666668,27.33750785102142,0.300485394897404,1.2333764287939788,48.47008798779856,13.889334917
2025-06-17 01:03:59.829428196,1750122239.8294282,37.7040475,-122.1575785,27.79458202990749,0.22231340914247666,0.9375,49.79999923706055,15.089948416
2025-06-17 01:04:01.029030561,1750122241.0290306,37.7038875,-122.157344,28.114044574682595,0.20058611454360173,0.625,50.60000228881836,16.289550781
2025-06-17 01:04:02.229058504,1750122242.2290585,37.703724666666666,-122.1571065,28.323951296273364,0.11076453302542066,-0.0625,50.900001525878906,17.489578724
2025-06-17 01:04:03.429280281,1750122243.4292803,37.70355883333333,-122.15686633333334,28.436879675368512,0.2826877725810124,-0.875,50.5,18.689800501
2025-06-17 01:04:04.629381895,1750122244.629382,37.70339116666667,-122.156625,28.646108793943807,-0.2528154113878203,-0.7393331515428733,49.92671842493765,19.889902115
2025-06-17 01:04:05.829116821,1750122245.8291168,37.70322216666667,-122.1563825,28.846188540489976,0.17141455016413987,-0.6875,49.20000076293945,21.089637041
2025-06-17 01:04:07.028419495,1750122247.0284195,37.70305233333333,-122.15613833333332,28.80208396911621,0.33438627722559805,-0.625,48.46990903292181,22.288939715
2025-06-17 01:04:08.229101658,1750122248.2291017,37.702882,-122.15589316666669,28.77850082763766,0.21217261711758348,-0.375,48.2687274380698,23.489621878
2025-06-17 01:04:09.431427002,1750122249.431427,37.70271016666667,-122.155646,28.82378578186035,-0.12125282082369365,-0.1875,48.10000228881836,24.691947222
2025-06-17 01:04:10.628331900,1750122250.628332,37.70253816666666,-122.1553965,28.956507009818363,-0.38670017931861805,-0.16632234688364111,48.17061625728486,25.88885212
2025-06-17 01:04:11.828557014,1750122251.828557,37.7023665,-122.15514666666668,28.83053443416336,-0.3951523664000137,-0.5833569984597613,47.83043263035294,27.089077234
2025-06-17 01:04:13.028877020,1750122253.028877,37.702195,-122.15489683333334,28.682832847061487,0.1102105121523807,0.0,48.10000228881836,28.28939724
2025-06-17 01:04:14.228781700,1750122254.2287817,37.70202283333333,-122.1546465,28.60657172026154,0.1379033127461422,-0.1875,47.900001525878906,29.48930192
2025-06-17 01:04:15.429750919,1750122255.429751,37.70185,-122.15439566666667,28.46901000196081,-0.2599999904632568,-0.4375,47.400001525878906,30.690271139
2025-06-17 01:04:16.629796505,1750122256.6297965,37.70167716666667,-122.1541455,28.33333396911621,-0.014719900068156377,-0.375,46.900001525878906,31.890316725
2025-06-17 01:04:17.831070900,1750122257.831071,37.70150433333333,-122.15389633333334,28.35503578186035,-0.10087911636535113,-0.7052308291950572,46.400001525878906,33.09159112
2025-06-17 01:04:19.029612303,1750122259.0296123,37.70133216666667,-122.1536475,28.467229637227142,-0.1014439372489584,-0.75,45.70000076293945,34.290132523
2025-06-17 01:04:21.029624224,1750122261.0296242,37.70014116666667,-122.15192366666666,28.121881689862036,-0.5636728795387675,-0.125,45.29999923706055,36.290144444
2025-06-17 01:04:22.229407310,1750122262.2294073,37.69997216666667,-122.1516805,27.674836644291798,-0.4326675346129603,0.1720799196659122,45.29999923706055,37.48992753
2025-06-17 01:04:23.430376053,1750122263.430376,37.69980566666667,-122.15144,27.159054827530944,-0.29172231212332755,0.75,46.10000228881836,38.690896273
2025-06-17 01:04:24.627964973,1750122264.627965,37.699641666666665,-122.15120366666666,26.670251802159505,-0.4339422078654319,1.375,47.79999923706055,39.888485193
2025-06-17 01:04:25.831237078,1750122265.831237,37.699479833333335,-122.1509695,26.19583523620256,-0.3299112081887794,1.8932202587617684,49.83618874930031,41.091757298
2025-06-17 01:04:27.029305696,1750122267.0293057,37.699320166666666,-122.15074016666668,25.889121782392294,-0.28260235503657155,2.125,52.26113004648422,42.289825916
2025-06-17 01:04:28.229825258,1750122268.2298253,37.6991635,-122.15051366666668,25.62544171620119,0.0065838158282229,2.1411136909756654,54.900001525878906,43.490345478
2025-06-17 01:04:29.430782795,1750122269.4307828,37.69900833333333,-122.15028933333332,25.189365319207873,-0.19061896142141896,2.375,57.400001525878906,44.691303015
2025-06-17 01:04:30.629679441,1750122270.6296794,37.698854833333336,-122.150067,24.680652220555647,-0.21326766760054935,3.046628479909408,61.03132887003496,45.890199661
