date_time,time,vel,acc,rel_vel,rel_pos,tfs
2025-06-17 00:33:29.947798967,1750120409.947799,0.0,0.0,-0.125,7.800000190734863,0.0
2025-06-17 00:33:29.947859049,1750120409.947859,0.0,0.0,-0.125,7.800000190734863,6.0082e-05
2025-06-17 00:33:29.947875500,1750120409.9478755,0.0,0.0,-0.125,7.789413881612523,7.6533e-05
2025-06-17 00:33:29.947893143,1750120409.9478931,0.0,0.0,-0.125,7.778176107313423,9.4176e-05
2025-06-17 00:33:29.948016167,1750120409.9480162,0.0,0.0,-0.125,7.700000286102295,0.0002172
2025-06-17 00:33:29.948034763,1750120409.9480348,0.0,0.0,-0.125,7.700000286102295,0.000235796
2025-06-17 00:33:29.948106766,1750120409.9481068,0.0,0.0,-0.125,7.700000286102295,0.000307799
2025-06-17 00:33:29.948128223,1750120409.9481282,0.0,0.0,-0.125,7.700000286102295,0.000329256
2025-06-17 00:33:29.948131800,1750120409.9481318,0.0,0.0,-0.125,7.700000286102295,0.000332833
2025-06-17 00:33:29.948150158,1750120409.9481502,0.0,0.0,-0.125,7.700000286102295,0.000351191
2025-06-17 00:33:29.948532820,1750120409.9485328,0.0,0.0,-0.125,7.700000286102295,0.000733853
2025-06-17 00:33:29.948539495,1750120409.9485395,0.0,0.0,-0.125,7.710947644083124,0.000740528
2025-06-17 00:33:29.948654413,1750120409.9486544,0.0,0.0,-0.07303240740740741,7.900000095367432,0.000855446
2025-06-17 00:33:29.948677540,1750120409.9486775,0.0,0.0,-0.0625,7.900000095367432,0.000878573
2025-06-17 00:33:29.948841095,1750120409.948841,0.0,0.0,-0.0625,7.900000095367432,0.001042128
2025-06-17 00:33:29.953974009,1750120409.953974,0.0,0.0,-0.0625,7.900000095367432,0.006175042
2025-06-17 00:33:29.984501600,1750120409.9845016,0.0,0.0,-0.0625,7.900000095367432,0.036702633
2025-06-17 00:33:29.985841513,1750120409.9858415,0.0,0.0,-0.0625,7.9036029885667185,0.038042546
2025-06-17 00:33:29.985876560,1750120409.9858766,0.0,0.0,-0.0625,7.9036972943306285,0.038077593
2025-06-17 00:33:30.001504898,1750120410.001505,0.0,0.0,-0.013413245680616484,7.945721181782537,0.053705931
2025-06-17 00:33:30.021691084,1750120410.021691,0.0,0.0,0.04998809998584863,8.0,0.073892117
2025-06-17 00:33:30.025674820,1750120410.0256748,0.0,0.0,0.0625,8.0,0.077875853
2025-06-17 00:33:30.054063559,1750120410.0540636,0.0,0.0,0.0625,8.0,0.106264592
2025-06-17 00:33:30.061641932,1750120410.061642,0.0,0.0,0.0625,8.0,0.113842965
2025-06-17 00:33:30.065470456,1750120410.0654705,0.0,0.0,0.0625,8.009549966825118,0.117671489
2025-06-17 00:33:30.081547499,1750120410.0815475,0.0,0.0,0.0625,8.049653441688655,0.133748532
2025-06-17 00:33:30.101731062,1750120410.101731,0.0,0.0,0.0625,8.100000381469727,0.153932095
2025-06-17 00:33:30.105858803,1750120410.1058588,0.0,0.0,0.0625,8.110378330286228,0.158059836
2025-06-17 00:33:30.106921911,1750120410.106922,0.0,0.0,0.0625,8.11305134079447,0.159122944
2025-06-17 00:33:30.141505003,1750120410.141505,0.0,0.0,0.11845772248879934,8.199999809265137,0.193706036
2025-06-17 00:33:30.145548344,1750120410.1455483,0.0,0.0,0.125,8.199999809265137,0.197749377
2025-06-17 00:33:30.153594494,1750120410.1535945,0.0,0.0,0.125,8.199999809265137,0.205795527
2025-06-17 00:33:30.181657553,1750120410.1816576,0.0,0.0,0.125,8.199999809265137,0.233858586
2025-06-17 00:33:30.185542822,1750120410.1855428,0.0,0.0,0.125,8.199999809265137,0.237743855
2025-06-17 00:33:30.189466238,1750120410.1894662,0.0,0.0,0.125,8.199999809265137,0.241667271
2025-06-17 00:33:30.201525211,1750120410.2015252,0.0,0.0,0.125,8.199999809265137,0.253726244
2025-06-17 00:33:30.221660614,1750120410.2216606,0.0,0.0,0.125,8.199999809265137,0.273861647
2025-06-17 00:33:30.225485802,1750120410.2254858,0.0,0.0,0.125,8.191286509772945,0.277686835
2025-06-17 00:33:30.255308867,1750120410.2553089,0.0,0.0,0.032056007659167066,8.123352863832483,0.3075099
2025-06-17 00:33:30.265560627,1750120410.2655606,0.0,0.0,0.00010611137705442142,8.100000381469727,0.31776166
2025-06-17 00:33:30.265594720,1750120410.2655947,0.0,0.0,0.0,8.100000381469727,0.317795753
2025-06-17 00:33:30.281596422,1750120410.2815964,0.0,0.0,0.0,8.100000381469727,0.333797455
2025-06-17 00:33:30.301468849,1750120410.3014688,0.0,0.0,0.0,8.100000381469727,0.353669882
2025-06-17 00:33:30.306315899,1750120410.306316,0.0,0.0,0.0,8.100000381469727,0.358516932
2025-06-17 00:33:30.306857586,1750120410.3068576,0.0,0.0,0.0,8.100000381469727,0.359058619
2025-06-17 00:33:30.341430902,1750120410.341431,0.0,0.0,0.0,8.100000381469727,0.393631935
2025-06-17 00:33:30.345454454,1750120410.3454545,0.0,0.0,0.0,8.129726160046072,0.397655487
2025-06-17 00:33:30.353590488,1750120410.3535905,0.0,0.0,0.025337223763512867,8.189835894391901,0.405791521
2025-06-17 00:33:30.381984234,1750120410.3819842,0.0,0.0,0.11375920788290443,8.399607178939725,0.434185267
2025-06-17 00:33:30.382037401,1750120410.3820374,0.0,0.0,0.11392502949711407,8.40000057220459,0.434238434
2025-06-17 00:33:30.385593891,1750120410.385594,0.0,0.0,0.125,8.40000057220459,0.437794924
2025-06-17 00:33:30.401647806,1750120410.4016478,0.0,0.0,0.125,8.40000057220459,0.453848839
